x-axis,1
second,Volt
-25.00000E-09,+5.81340885583E-03
-24.92188E-09,+5.51190132137E-03
-24.84375E-09,+5.21039378691E-03
-24.76563E-09,+4.90888625245E-03
-24.68750E-09,+4.60737871799E-03
-24.60938E-09,+4.30587118353E-03
-24.53125E-09,+4.00436364907E-03
-24.45313E-09,+3.70285611461E-03
-24.37500E-09,+3.47672546377E-03
-24.29688E-09,+3.17521792931E-03
-24.21875E-09,+2.87371039485E-03
-24.14063E-09,+2.57220286039E-03
-24.06250E-09,+2.34607220955E-03
-23.98438E-09,+2.04456467509E-03
-23.90625E-09,+1.81843402424E-03
-23.82813E-09,+1.59230337340E-03
-23.75000E-09,+1.44154960617E-03
-23.67188E-09,+1.21541895533E-03
-23.59375E-09,+1.06466518810E-03
-23.51563E-09,+838.53453725E-06
-23.43750E-09,+687.78077002E-06
-23.35938E-09,+461.65011918E-06
-23.28125E-09,+310.89635195E-06
-23.20313E-09,+84.76570110E-06
-23.12500E-09,-65.98806613E-06
-23.04688E-09,-292.11871697E-06
-22.96875E-09,-442.87248420E-06
-22.89063E-09,-669.00313504E-06
-22.81250E-09,-744.38001866E-06
-22.73438E-09,-970.51066950E-06
-22.65625E-09,-1.19664132035E-03
-22.57813E-09,-1.42277197119E-03
-22.50000E-09,-1.57352573842E-03
-22.42188E-09,-1.79965638927E-03
-22.34375E-09,-2.10116392373E-03
-22.26563E-09,-2.32729457457E-03
-22.18750E-09,-2.55342522541E-03
-22.10938E-09,-2.85493275987E-03
-22.03125E-09,-3.15644029433E-03
-21.95313E-09,-3.45794782879E-03
-21.87500E-09,-3.75945536325E-03
-21.79688E-09,-4.06096289771E-03
-21.71875E-09,-4.43784731578E-03
-21.64063E-09,-4.73935485024E-03
-21.56250E-09,-5.04086238470E-03
-21.48438E-09,-5.41774680278E-03
-21.40625E-09,-5.71925433724E-03
-21.32813E-09,-6.09613875531E-03
-21.25000E-09,-6.39764628977E-03
-21.17188E-09,-6.69915382423E-03
-21.09375E-09,-7.07603824230E-03
-21.01563E-09,-7.37754577676E-03
-20.93750E-09,-7.60367642761E-03
-20.85938E-09,-7.90518396207E-03
-20.78125E-09,-8.20669149653E-03
-20.70313E-09,-8.50819903098E-03
-20.62500E-09,-8.65895279821E-03
-20.54688E-09,-8.88508344906E-03
-20.46875E-09,-9.11121409990E-03
-20.39063E-09,-9.33734475075E-03
-20.31250E-09,-9.41272163436E-03
-20.23438E-09,-9.56347540159E-03
-20.15625E-09,-9.71422916882E-03
-20.07813E-09,-9.86498293605E-03
-20.00000E-09,-9.94035981967E-03
-19.92188E-09,-10.01573670328E-03
-19.84375E-09,-10.01573670328E-03
-19.76563E-09,-10.09111358690E-03
-19.68750E-09,-10.09111358690E-03
-19.60938E-09,-10.09111358690E-03
-19.53125E-09,-10.09111358690E-03
-19.45313E-09,-10.09111358690E-03
-19.37500E-09,-10.02044775851E-03
-19.29688E-09,-9.94507087489E-03
-19.21875E-09,-9.94035981967E-03
-19.14063E-09,-9.86969399128E-03
-19.06250E-09,-9.79431710766E-03
-18.98438E-09,-9.64356334043E-03
-18.90625E-09,-9.49280957320E-03
-18.82813E-09,-9.34205580597E-03
-18.75000E-09,-9.19130203874E-03
-18.67188E-09,-9.04054827151E-03
-18.59375E-09,-8.88979450428E-03
-18.51563E-09,-8.66366385344E-03
-18.43750E-09,-8.51291008621E-03
-18.35938E-09,-8.28677943537E-03
-18.28125E-09,-8.13602566814E-03
-18.20313E-09,-7.90989501729E-03
-18.12500E-09,-7.75914125006E-03
-18.04688E-09,-7.53301059922E-03
-17.96875E-09,-7.30687994837E-03
-17.89063E-09,-7.08074929753E-03
-17.81250E-09,-6.92999553030E-03
-17.73438E-09,-6.70386487946E-03
-17.65625E-09,-6.55311111223E-03
-17.57813E-09,-6.32698046138E-03
-17.50000E-09,-6.17622669415E-03
-17.42188E-09,-5.95009604331E-03
-17.34375E-09,-5.79934227608E-03
-17.26563E-09,-5.57321162523E-03
-17.18750E-09,-5.42245785800E-03
-17.10938E-09,-5.27170409077E-03
-17.03125E-09,-5.12095032354E-03
-16.95313E-09,-4.97019655631E-03
-16.87500E-09,-4.81944278908E-03
-16.79688E-09,-4.66868902186E-03
-16.71875E-09,-4.51793525463E-03
-16.64063E-09,-4.36718148740E-03
-16.56250E-09,-4.29180460378E-03
-16.48438E-09,-4.14105083655E-03
-16.40625E-09,-3.99029706932E-03
-16.32813E-09,-3.83954330209E-03
-16.25000E-09,-3.68878953486E-03
-16.17188E-09,-3.53803576763E-03
-16.09375E-09,-3.38728200040E-03
-16.01563E-09,-3.16115134956E-03
-15.93750E-09,-3.01039758233E-03
-15.85938E-09,-2.78426693149E-03
-15.78125E-09,-2.63351316426E-03
-15.70313E-09,-2.40738251341E-03
-15.62500E-09,-2.18125186257E-03
-15.54688E-09,-1.95512121172E-03
-15.46875E-09,-1.65361367726E-03
-15.39063E-09,-1.35210614280E-03
-15.31250E-09,-1.12597549196E-03
-15.23438E-09,-824.46795750E-06
-15.15625E-09,-522.96042304E-06
-15.07813E-09,-146.07600497E-06
-15.00000E-09,+155.43152949E-06
-14.92188E-09,+456.93906395E-06
-14.84375E-09,+833.82348203E-06
-14.76563E-09,+1.13533101649E-03
-14.68750E-09,+1.51221543456E-03
-14.60938E-09,+1.88909985263E-03
-14.53125E-09,+2.26598427071E-03
-14.45313E-09,+2.64286868878E-03
-14.37500E-09,+3.01975310686E-03
-14.29688E-09,+3.39663752493E-03
-14.21875E-09,+3.77352194300E-03
-14.14063E-09,+4.15040636108E-03
-14.06250E-09,+4.52729077915E-03
-13.98438E-09,+4.90417519723E-03
-13.90625E-09,+5.20568273168E-03
-13.82813E-09,+5.58256714976E-03
-13.75000E-09,+5.95945156783E-03
-13.67188E-09,+6.26095910229E-03
-13.59375E-09,+6.63784352037E-03
-13.51563E-09,+6.93935105483E-03
-13.43750E-09,+7.16548170567E-03
-13.35938E-09,+7.46698924013E-03
-13.28125E-09,+7.76849677459E-03
-13.20313E-09,+7.99462742543E-03
-13.12500E-09,+8.22075807628E-03
-13.04688E-09,+8.44688872712E-03
-12.96875E-09,+8.59764249435E-03
-12.89063E-09,+8.82377314520E-03
-12.81250E-09,+8.89915002881E-03
-12.73438E-09,+9.04990379604E-03
-12.65625E-09,+9.20065756327E-03
-12.57813E-09,+9.20536861850E-03
-12.50000E-09,+9.27603444688E-03
-12.42188E-09,+9.35141133050E-03
-12.34375E-09,+9.35612238573E-03
