x-axis,2
second,Volt
-25.00000E-09,+1.34919923927373E+00
-24.92188E-09,+1.35924949042237E+00
-24.84375E-09,+1.37181230435817E+00
-24.76563E-09,+1.38437511829397E+00
-24.68750E-09,+1.39442536944262E+00
-24.60938E-09,+1.40698818337842E+00
-24.53125E-09,+1.41939396214002E+00
-24.45313E-09,+1.42944421328866E+00
-24.37500E-09,+1.44200702722446E+00
-24.29688E-09,+1.45456984116026E+00
-24.21875E-09,+1.46713265509607E+00
-24.14063E-09,+1.47969546903187E+00
-24.06250E-09,+1.49225828296767E+00
-23.98438E-09,+1.50482109690347E+00
-23.90625E-09,+1.51738391083927E+00
-23.82813E-09,+1.52994672477507E+00
-23.75000E-09,+1.54250953871087E+00
-23.67188E-09,+1.55507235264668E+00
-23.59375E-09,+1.56763516658248E+00
-23.51563E-09,+1.58019798051828E+00
-23.43750E-09,+1.59276079445408E+00
-23.35938E-09,+1.60783617117704E+00
-23.28125E-09,+1.62039898511284E+00
-23.20313E-09,+1.63296179904864E+00
-23.12500E-09,+1.64552461298445E+00
-23.04688E-09,+1.65808742692025E+00
-22.96875E-09,+1.67065024085605E+00
-22.89063E-09,+1.68321305479185E+00
-22.81250E-09,+1.69577586872765E+00
-22.73438E-09,+1.70833868266345E+00
-22.65625E-09,+1.72090149659925E+00
-22.57813E-09,+1.73346431053506E+00
-22.50000E-09,+1.74602712447086E+00
-22.42188E-09,+1.75858993840666E+00
-22.34375E-09,+1.77115275234246E+00
-22.26563E-09,+1.78371556627826E+00
-22.18750E-09,+1.79376581742690E+00
-22.10938E-09,+1.80632863136270E+00
-22.03125E-09,+1.81889144529850E+00
-21.95313E-09,+1.82894169644715E+00
-21.87500E-09,+1.84150451038295E+00
-21.79688E-09,+1.85406732431875E+00
-21.71875E-09,+1.86411757546739E+00
-21.64063E-09,+1.87416782661603E+00
-21.56250E-09,+1.88421807776467E+00
-21.48438E-09,+1.89426832891331E+00
-21.40625E-09,+1.90431858006195E+00
-21.32813E-09,+1.91436883121060E+00
-21.25000E-09,+1.92441908235924E+00
-21.17188E-09,+1.93446933350788E+00
-21.09375E-09,+1.94200702186936E+00
-21.01563E-09,+1.94954471023084E+00
-20.93750E-09,+1.95708239859232E+00
-20.85938E-09,+1.96462008695380E+00
-20.78125E-09,+1.97215777531528E+00
-20.70313E-09,+1.97718290088960E+00
-20.62500E-09,+1.98220802646392E+00
-20.54688E-09,+1.98723315203824E+00
-20.46875E-09,+1.99225827761256E+00
-20.39063E-09,+1.99477084039972E+00
-20.31250E-09,+1.99979596597404E+00
-20.23438E-09,+2.00230852876120E+00
-20.15625E-09,+2.00482109154837E+00
-20.07813E-09,+2.00497812672256E+00
-20.00000E-09,+2.00497812672256E+00
-19.92188E-09,+2.00497812672256E+00
-19.84375E-09,+2.00497812672256E+00
-19.76563E-09,+2.00246556393540E+00
-19.68750E-09,+1.99995300114824E+00
-19.60938E-09,+1.99744043836108E+00
-19.53125E-09,+1.99492787557392E+00
-19.45313E-09,+1.99241531278676E+00
-19.37500E-09,+1.98739018721244E+00
-19.29688E-09,+1.98236506163812E+00
-19.21875E-09,+1.97482737327664E+00
-19.14063E-09,+1.96980224770232E+00
-19.06250E-09,+1.96226455934084E+00
-18.98438E-09,+1.95723943376652E+00
-18.90625E-09,+1.94970174540504E+00
-18.82813E-09,+1.94216405704356E+00
-18.75000E-09,+1.93462636868207E+00
-18.67188E-09,+1.92708868032059E+00
-18.59375E-09,+1.91955099195911E+00
-18.51563E-09,+1.90950074081047E+00
-18.43750E-09,+1.90196305244899E+00
-18.35938E-09,+1.89442536408751E+00
-18.28125E-09,+1.88688767572603E+00
-18.20313E-09,+1.87683742457739E+00
-18.12500E-09,+1.86929973621591E+00
-18.04688E-09,+1.85924948506727E+00
-17.96875E-09,+1.85171179670579E+00
-17.89063E-09,+1.84417410834430E+00
-17.81250E-09,+1.83412385719566E+00
-17.73438E-09,+1.82658616883418E+00
-17.65625E-09,+1.81904848047270E+00
-17.57813E-09,+1.80899822932406E+00
-17.50000E-09,+1.80146054096258E+00
-17.42188E-09,+1.79141028981394E+00
-17.34375E-09,+1.78387260145246E+00
-17.26563E-09,+1.77382235030382E+00
-17.18750E-09,+1.76628466194234E+00
-17.10938E-09,+1.75623441079370E+00
-17.03125E-09,+1.74869672243221E+00
-16.95313E-09,+1.73864647128357E+00
-16.87500E-09,+1.72608365734777E+00
-16.79688E-09,+1.71603340619913E+00
-16.71875E-09,+1.70849571783765E+00
-16.64063E-09,+1.69593290390185E+00
-16.56250E-09,+1.68588265275321E+00
-16.48438E-09,+1.67583240160457E+00
-16.40625E-09,+1.66326958766876E+00
-16.32813E-09,+1.65321933652012E+00
-16.25000E-09,+1.64065652258432E+00
-16.17188E-09,+1.63060627143568E+00
-16.09375E-09,+1.61804345749988E+00
-16.01563E-09,+1.60548064356408E+00
